,X,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
11923,MNAT1.3,0,1.117442914,0.614,0.363,0,A-PEP.KIT,MNAT1
11924,KCNA4.4,0,1.102888689,0.698,0.478,0,A-PEP.KIT,KCNA4
11925,AGBL4.5,0,1.099472284,0.386,0.131,0,A-PEP.KIT,AGBL4
11926,ARGLU1.4,0,1.097193565,0.7,0.465,0,A-PEP.KIT,ARGLU1
11927,ANKRD36C.4,0,1.090486132,0.525,0.263,0,A-PEP.KIT,ANKRD36C
11928,BMPER.3,0,1.083788611,0.613,0.322,0,A-PEP.KIT,BMPER
11929,NPAS3.3,0,1.080987714,0.384,0.152,0,A-PEP.KIT,NPAS3
11930,CFLAR.4,0,1.079044399,0.756,0.547,0,A-PEP.KIT,CFLAR
11931,SHTN1.3,0,1.078633979,0.652,0.379,0,A-PEP.KIT,SHTN1
11932,AEBP2.4,0,1.074838725,0.586,0.326,0,A-PEP.KIT,AEBP2
11933,PDE8B.3,0,1.065048569,0.664,0.356,0,A-PEP.KIT,PDE8B
11934,RASGEF1B.2,0,1.059248931,0.855,0.67,0,A-PEP.KIT,RASGEF1B
11935,DTNA.5,0,1.042853314,0.653,0.445,0,A-PEP.KIT,DTNA
11936,UST.5,0,1.035230705,0.692,0.44,0,A-PEP.KIT,UST
11937,CDHR3.3,0,0.995533099,0.509,0.215,0,A-PEP.KIT,CDHR3
11938,RSRP1.5,0,0.995428521,0.601,0.364,0,A-PEP.KIT,RSRP1
11939,SYNE1.5,0,0.987627627,0.885,0.751,0,A-PEP.KIT,SYNE1
11940,SORBS1.4,0,0.979628076,0.731,0.524,0,A-PEP.KIT,SORBS1
11941,EML6.6,0,0.978984459,0.557,0.309,0,A-PEP.KIT,EML6
11942,GRM4.3,0,0.97786293,0.651,0.344,0,A-PEP.KIT,GRM4
11943,NEDD4L.4,0,0.977543935,0.86,0.69,0,A-PEP.KIT,NEDD4L
11944,MAP7.3,0,0.971109889,0.654,0.388,0,A-PEP.KIT,MAP7
11945,AL589740.1,0,0.96778727,0.124,0.02,0,A-PEP.KIT,AL589740.1
11946,LUC7L3.5,0,0.962849122,0.654,0.415,0,A-PEP.KIT,LUC7L3
11947,RNF112.5,0,0.959996412,0.672,0.443,0,A-PEP.KIT,RNF112
11948,UNC79.2,0,0.957694629,0.54,0.309,0,A-PEP.KIT,UNC79
11949,ANO5.5,0,0.957264903,0.911,0.737,0,A-PEP.KIT,ANO5
11950,XKR6.3,0,0.955193877,0.595,0.339,0,A-PEP.KIT,XKR6
11951,CFAP299,0,0.951893311,0.163,0.033,0,A-PEP.KIT,CFAP299
11952,DOK6.6,0,0.945703254,0.716,0.45,0,A-PEP.KIT,DOK6
11953,NAV2.4,0,0.945225371,0.45,0.198,0,A-PEP.KIT,NAV2
11954,PCDH9-AS2,0,0.942085398,0.159,0.031,0,A-PEP.KIT,PCDH9-AS2
11955,EPB41L5.3,0,0.935731269,0.498,0.193,0,A-PEP.KIT,EPB41L5
11956,NAV1.3,0,0.932550269,0.844,0.693,0,A-PEP.KIT,NAV1
11957,ZFYVE16.2,0,0.923014002,0.609,0.377,0,A-PEP.KIT,ZFYVE16
11958,DPYD.5,0,0.921184388,0.449,0.21,0,A-PEP.KIT,DPYD
11959,DOCK5.4,0,0.917505823,0.659,0.422,0,A-PEP.KIT,DOCK5
11960,SPEG.4,0,0.908352079,0.703,0.478,0,A-PEP.KIT,SPEG
11961,PLD1.1,0,0.89436039,0.432,0.155,0,A-PEP.KIT,PLD1
11962,WSB1.5,0,0.889038037,0.67,0.429,0,A-PEP.KIT,WSB1
11963,STX1A.4,0,0.884802608,0.726,0.48,0,A-PEP.KIT,STX1A
11964,VPS13C.2,0,0.875776072,0.717,0.502,0,A-PEP.KIT,VPS13C
11965,GLDN,0,0.871028583,0.472,0.144,0,A-PEP.KIT,GLDN
11966,NABP1.2,0,0.862486303,0.449,0.211,0,A-PEP.KIT,NABP1
11967,P2RY6,0,0.85627302,0.374,0.061,0,A-PEP.KIT,P2RY6
11968,LMO2.5,0,0.854177895,0.574,0.231,0,A-PEP.KIT,LMO2
11969,MAP3K5.6,0,0.844429297,0.653,0.406,0,A-PEP.KIT,MAP3K5
11970,ELMO1.4,0,0.843558438,0.759,0.582,0,A-PEP.KIT,ELMO1
11971,PAPPA.5,0,0.836698558,0.534,0.218,0,A-PEP.KIT,PAPPA
11972,NTRK1.7,0,0.834230452,0.863,0.512,0,A-PEP.KIT,NTRK1
11973,PRSS12.3,0,0.829917035,0.688,0.439,0,A-PEP.KIT,PRSS12
11974,MLLT10.3,0,0.827749131,0.519,0.267,0,A-PEP.KIT,MLLT10
11975,UBR5.4,0,0.823855115,0.618,0.411,0,A-PEP.KIT,UBR5
11976,RNPC3.5,0,0.817879983,0.494,0.247,0,A-PEP.KIT,RNPC3
11977,ZNF493.3,0,0.815210934,0.463,0.232,0,A-PEP.KIT,ZNF493
11978,TNRC6A.4,0,0.814537611,0.671,0.433,0,A-PEP.KIT,TNRC6A
11979,NLGN1.4,0,0.802771358,0.26,0.089,0,A-PEP.KIT,NLGN1
11980,CECR2.3,0,0.801325411,0.449,0.179,0,A-PEP.KIT,CECR2
11981,SLC38A6.2,0,0.797096539,0.471,0.224,0,A-PEP.KIT,SLC38A6
11982,PRAP1,0,0.794319191,0.316,0.027,0,A-PEP.KIT,PRAP1
11983,PHYHIP.6,0,0.791319709,0.5,0.263,0,A-PEP.KIT,PHYHIP
11984,DAB1.1,0,0.790666599,0.357,0.123,0,A-PEP.KIT,DAB1
11985,PRKCE.6,0,0.784493504,0.839,0.682,0,A-PEP.KIT,PRKCE
11986,INPP5J.3,0,0.779853207,0.455,0.206,0,A-PEP.KIT,INPP5J
11987,MYO6.5,0,0.778987475,0.636,0.413,0,A-PEP.KIT,MYO6
11988,BTBD11.3,0,0.775429258,0.315,0.122,0,A-PEP.KIT,BTBD11
11989,CCDC88A.2,0,0.774287279,0.628,0.405,0,A-PEP.KIT,CCDC88A
11990,TRAPPC9.1,0,0.771308643,0.677,0.478,0,A-PEP.KIT,TRAPPC9
11991,FRMPD4.6,0,0.771225703,0.427,0.142,0,A-PEP.KIT,FRMPD4
11992,FRMD5.1,0,0.769120666,0.314,0.123,0,A-PEP.KIT,FRMD5
11993,DPY19L1.3,0,0.762481786,0.585,0.277,0,A-PEP.KIT,DPY19L1
11994,P2RY2,0,0.748510801,0.377,0.082,0,A-PEP.KIT,P2RY2
11995,ARPP21,0,0.744456987,0.417,0.16,0,A-PEP.KIT,ARPP21
11996,VAT1L.5,0,0.743767742,0.948,0.885,0,A-PEP.KIT,VAT1L
11997,PLEKHG5.2,0,0.73977674,0.518,0.236,0,A-PEP.KIT,PLEKHG5
11998,TSPAN18.6,0,0.737584435,0.562,0.221,0,A-PEP.KIT,TSPAN18
11999,SYTL2.5,0,0.7295463,0.639,0.396,0,A-PEP.KIT,SYTL2
12000,IKZF2,0,0.728634779,0.423,0.15,0,A-PEP.KIT,IKZF2
12001,UPP1.1,0,0.727235815,0.426,0.189,0,A-PEP.KIT,UPP1
12002,FAM13A.4,0,0.724622433,0.615,0.385,0,A-PEP.KIT,FAM13A
12003,EPC1.3,0,0.724323341,0.46,0.234,0,A-PEP.KIT,EPC1
12004,KHDRBS2,0,0.716321502,0.319,0.108,0,A-PEP.KIT,KHDRBS2
12005,GOLGA8B.1,0,0.714095184,0.393,0.146,0,A-PEP.KIT,GOLGA8B
12006,ABCA10.5,0,0.705173942,0.489,0.257,0,A-PEP.KIT,ABCA10
12007,CSAD.4,0,0.702109166,0.479,0.246,0,A-PEP.KIT,CSAD
12008,RBM6.5,0,0.691732436,0.584,0.345,0,A-PEP.KIT,RBM6
12009,SYT6.2,0,0.684905347,0.64,0.355,0,A-PEP.KIT,SYT6
12010,POU4F3.5,0,0.681183796,0.412,0.168,0,A-PEP.KIT,POU4F3
12011,ARID5B.5,0,0.675783776,0.526,0.256,0,A-PEP.KIT,ARID5B
12012,ABLIM2.1,0,0.674863373,0.563,0.315,0,A-PEP.KIT,ABLIM2
12013,MME.2,0,0.674286646,0.423,0.163,0,A-PEP.KIT,MME
12014,TRANK1.2,0,0.670631533,0.38,0.166,0,A-PEP.KIT,TRANK1
12015,LAMA4.5,0,0.652294982,0.568,0.31,0,A-PEP.KIT,LAMA4
12016,HS3ST4.6,0,0.634232381,0.438,0.145,0,A-PEP.KIT,HS3ST4
12017,SERTM1.7,0,0.626700396,0.639,0.354,0,A-PEP.KIT,SERTM1
12018,FERMT2.4,0,0.618494046,0.721,0.526,0,A-PEP.KIT,FERMT2
12019,EBF4.3,0,0.618465074,0.615,0.376,0,A-PEP.KIT,EBF4
12020,GALNT7,0,0.614768213,0.446,0.199,0,A-PEP.KIT,GALNT7
12021,INSRR,0,0.613770801,0.329,0.089,0,A-PEP.KIT,INSRR
12022,NPSR1,0,0.601494685,0.244,0.007,0,A-PEP.KIT,NPSR1
12023,GOLGA8A,0,0.601105435,0.353,0.135,0,A-PEP.KIT,GOLGA8A
12024,SLC12A3,0,0.582189472,0.254,0.076,0,A-PEP.KIT,SLC12A3
12025,MALT1,0,0.578538116,0.37,0.125,0,A-PEP.KIT,MALT1
12026,EBF2,0,0.575094534,0.324,0.08,0,A-PEP.KIT,EBF2
12027,TARBP1.4,0,0.573739891,0.409,0.185,0,A-PEP.KIT,TARBP1
12028,CREB5,0,0.570115227,0.288,0.073,0,A-PEP.KIT,CREB5
12029,CAPS2,0,0.564814452,0.334,0.135,0,A-PEP.KIT,CAPS2
12030,BCL11A.1,0,0.562321599,0.405,0.101,0,A-PEP.KIT,BCL11A
12031,MAN2A1.1,0,0.544509949,0.381,0.168,0,A-PEP.KIT,MAN2A1
12032,TNFRSF25,0,0.538169487,0.28,0.072,0,A-PEP.KIT,TNFRSF25
12033,KLKB1,0,0.525725273,0.365,0.123,0,A-PEP.KIT,KLKB1
12034,SYNJ2.1,0,0.509277685,0.434,0.203,0,A-PEP.KIT,SYNJ2
12035,THSD7B.1,0,0.505873473,0.328,0.116,0,A-PEP.KIT,THSD7B
12036,HOXB3,0,0.495877935,0.378,0.153,0,A-PEP.KIT,HOXB3
12037,PCOLCE2,0,0.490508693,0.337,0.107,0,A-PEP.KIT,PCOLCE2
12038,ONECUT1.2,0,0.489275404,0.44,0.192,0,A-PEP.KIT,ONECUT1
12039,PCDH15.1,0,0.479113195,0.183,0.042,0,A-PEP.KIT,PCDH15
12040,ALDH8A1,0,0.478140264,0.293,0.107,0,A-PEP.KIT,ALDH8A1
12041,TRAF5,0,0.471585363,0.371,0.162,0,A-PEP.KIT,TRAF5
12042,KCNG1,0,0.470403882,0.269,0.03,0,A-PEP.KIT,KCNG1
12043,NOL4,0,0.463311154,0.226,0.031,0,A-PEP.KIT,NOL4
12044,CDC14B,0,0.458385207,0.344,0.145,0,A-PEP.KIT,CDC14B
12045,FGF5,0,0.452503416,0.352,0.144,0,A-PEP.KIT,FGF5
12046,EXOC1L.6,0,0.435481152,0.428,0.193,0,A-PEP.KIT,EXOC1L
12047,CATSPER2,0,0.433945152,0.323,0.125,0,A-PEP.KIT,CATSPER2
12048,BCL11B.5,0,0.42897577,0.41,0.142,0,A-PEP.KIT,BCL11B
12049,SLC8A2,0,0.421742556,0.353,0.088,0,A-PEP.KIT,SLC8A2
12050,CHN2,0,0.413105228,0.204,0.055,0,A-PEP.KIT,CHN2
12051,TMTC4,0,0.412145256,0.437,0.215,0,A-PEP.KIT,TMTC4
12052,DCC,0,0.407954296,0.159,0.037,0,A-PEP.KIT,DCC
12053,MLXIPL,0,0.397805728,0.282,0.08,0,A-PEP.KIT,MLXIPL
12054,FAM162B,0,0.391841482,0.344,0.145,0,A-PEP.KIT,FAM162B
12055,GNRH2,0,0.389572473,0.176,0.038,0,A-PEP.KIT,GNRH2
12056,SLC35F4,0,0.377166335,0.182,0.017,0,A-PEP.KIT,SLC35F4
12057,ADORA2A,0,0.374441445,0.249,0.081,0,A-PEP.KIT,ADORA2A
12058,GSG1L.1,0,0.372691684,0.301,0.044,0,A-PEP.KIT,GSG1L
12059,TCIM,0,0.357588111,0.236,0.053,0,A-PEP.KIT,TCIM
12060,HGF.1,0,0.356081746,0.384,0.127,0,A-PEP.KIT,HGF
12061,TOGARAM2,0,0.343167968,0.156,0.02,0,A-PEP.KIT,TOGARAM2
12062,PPP1R16B,0,0.336280312,0.323,0.113,0,A-PEP.KIT,PPP1R16B
12063,CPM,0,0.33234204,0.286,0.104,0,A-PEP.KIT,CPM
12064,CACNA1E,0,0.323614272,0.276,0.077,0,A-PEP.KIT,CACNA1E
12065,HMCN2,0,0.320115016,0.184,0.037,0,A-PEP.KIT,HMCN2
12066,ELFN1.1,0,0.311634266,0.306,0.111,0,A-PEP.KIT,ELFN1
12067,VASH2,0,0.291202787,0.198,0.044,0,A-PEP.KIT,VASH2
12068,CDH20,0,0.277612348,0.219,0.052,0,A-PEP.KIT,CDH20
12069,CYP3A5,0,0.264265812,0.191,0.042,0,A-PEP.KIT,CYP3A5
12070,YWHAZ.1,0,-0.547976229,0.821,0.919,0,A-PEP.KIT,YWHAZ
12071,DPYSL2.4,0,-0.584328293,0.916,0.973,0,A-PEP.KIT,DPYSL2
12072,HSPA8.4,0,-0.602870875,0.757,0.921,0,A-PEP.KIT,HSPA8
12073,STMN2.4,0,-0.609243953,0.955,0.989,0,A-PEP.KIT,STMN2
12074,KIF3C.1,0,-0.610483019,0.86,0.945,0,A-PEP.KIT,KIF3C
12075,ACTG1.2,0,-0.636626246,0.802,0.941,0,A-PEP.KIT,ACTG1
12076,ARL6IP5.2,0,-0.637658479,0.602,0.82,0,A-PEP.KIT,ARL6IP5
12077,YWHAG.3,0,-0.639548227,0.863,0.966,0,A-PEP.KIT,YWHAG
12078,HSP90AB1.4,0,-0.660329154,0.796,0.94,0,A-PEP.KIT,HSP90AB1
12079,TUBB2A.3,0,-0.667084822,0.871,0.968,0,A-PEP.KIT,TUBB2A
12080,RAB6B.2,0,-0.670355619,0.837,0.949,0,A-PEP.KIT,RAB6B
12081,RTN3.5,0,-0.675593856,0.903,0.977,0,A-PEP.KIT,RTN3
12082,HSP90AA1.3,0,-0.690130054,0.822,0.95,0,A-PEP.KIT,HSP90AA1
12083,BEX1.3,0,-0.691072859,0.663,0.838,0,A-PEP.KIT,BEX1
12084,EEF2.1,0,-0.695897288,0.64,0.822,0,A-PEP.KIT,EEF2
12085,PKM.5,0,-0.702209094,0.849,0.933,0,A-PEP.KIT,PKM
12086,DHCR24.4,0,-0.732936699,0.656,0.873,0,A-PEP.KIT,DHCR24
12087,CTSD.3,0,-0.738907122,0.664,0.856,0,A-PEP.KIT,CTSD
12088,SLC25A4.2,0,-0.740066361,0.668,0.842,0,A-PEP.KIT,SLC25A4
12089,KIF5C.3,0,-0.746649636,0.91,0.953,0,A-PEP.KIT,KIF5C
12090,JAK1.5,0,-0.763393794,0.742,0.838,0,A-PEP.KIT,JAK1
12091,SYNM.6,0,-0.763881641,0.644,0.786,0,A-PEP.KIT,SYNM
12092,LGALS1.5,0,-0.767397128,0.844,0.963,0,A-PEP.KIT,LGALS1
12093,AK5.7,0,-0.773549743,0.222,0.516,0,A-PEP.KIT,AK5
12094,CADM3.4,0,-0.774989322,0.794,0.937,0,A-PEP.KIT,CADM3
12095,FEZ1.3,0,-0.796217375,0.725,0.864,0,A-PEP.KIT,FEZ1
12096,EDIL3.6,0,-0.807269078,0.94,0.971,0,A-PEP.KIT,EDIL3
12097,MAP1A.5,0,-0.809394375,0.823,0.943,0,A-PEP.KIT,MAP1A
12098,WIPF3.4,0,-0.810237039,0.397,0.631,0,A-PEP.KIT,WIPF3
12099,SPHKAP.5,0,-0.810980784,0.257,0.532,0,A-PEP.KIT,SPHKAP
12100,MAP1B.5,0,-0.813390486,0.984,0.996,0,A-PEP.KIT,MAP1B
12101,PPEF1.5,0,-0.81732165,0.171,0.517,0,A-PEP.KIT,PPEF1
12102,HSPA12A.6,0,-0.818194801,0.778,0.876,0,A-PEP.KIT,HSPA12A
12103,CD59.2,0,-0.826536369,0.624,0.827,0,A-PEP.KIT,CD59
12104,MID1IP1.5,0,-0.843955711,0.555,0.761,0,A-PEP.KIT,MID1IP1
12105,LINGO1.4,0,-0.846119154,0.397,0.623,0,A-PEP.KIT,LINGO1
12106,SLC9A7.3,0,-0.849348479,0.385,0.643,0,A-PEP.KIT,SLC9A7
12107,RPH3A.5,0,-0.857103163,0.603,0.754,0,A-PEP.KIT,RPH3A
12108,ACTB.2,0,-0.8778923,0.81,0.957,0,A-PEP.KIT,ACTB
12109,REEP5.2,0,-0.8820759,0.772,0.92,0,A-PEP.KIT,REEP5
12110,CLU.7,0,-0.883328349,0.831,0.957,0,A-PEP.KIT,CLU
12111,SH3BGRL2.4,0,-0.885495981,0.558,0.731,0,A-PEP.KIT,SH3BGRL2
12112,GSTP1.5,0,-0.93103739,0.425,0.665,0,A-PEP.KIT,GSTP1
12113,NCALD.5,0,-0.932418094,0.313,0.576,0,A-PEP.KIT,NCALD
12114,PCSK1N.5,0,-0.936411777,0.732,0.911,0,A-PEP.KIT,PCSK1N
12115,SYT4.4,0,-0.97129468,0.625,0.805,0,A-PEP.KIT,SYT4
12116,S100A10.2,0,-0.977467201,0.866,0.969,0,A-PEP.KIT,S100A10
12117,TAGLN3.5,0,-0.984907825,0.553,0.78,0,A-PEP.KIT,TAGLN3
12118,SNCG.2,0,-1.019344535,0.871,0.976,0,A-PEP.KIT,SNCG
12119,DDAH1.6,0,-1.024821225,0.414,0.624,0,A-PEP.KIT,DDAH1
12120,CD44.6,0,-1.052681179,0.777,0.822,0,A-PEP.KIT,CD44
12121,OLFM1.6,0,-1.05455051,0.769,0.914,0,A-PEP.KIT,OLFM1
12122,ATP1B1.4,0,-1.074843772,0.757,0.934,0,A-PEP.KIT,ATP1B1
12123,MT-CO3.3,0,-1.076174675,0.804,0.945,0,A-PEP.KIT,MT-CO3
12124,ATP1A3.3,0,-1.095530091,0.793,0.909,0,A-PEP.KIT,ATP1A3
12125,MT-ND4.6,0,-1.133005635,0.743,0.905,0,A-PEP.KIT,MT-ND4
12126,NEFL.7,0,-1.135161463,0.912,0.986,0,A-PEP.KIT,NEFL
12127,STEAP3.4,0,-1.139333912,0.621,0.824,0,A-PEP.KIT,STEAP3
12128,GFRA1.6,0,-1.153172969,0.373,0.634,0,A-PEP.KIT,GFRA1
12129,B2M.4,0,-1.156370216,0.738,0.888,0,A-PEP.KIT,B2M
12130,TRARG1.7,0,-1.177090716,0.168,0.467,0,A-PEP.KIT,TRARG1
12131,SPOCK2.3,0,-1.18030877,0.816,0.948,0,A-PEP.KIT,SPOCK2
12132,GOLM1.6,0,-1.186151725,0.759,0.818,0,A-PEP.KIT,GOLM1
12133,CRTAC1.7,0,-1.231784244,0.217,0.494,0,A-PEP.KIT,CRTAC1
12134,VSTM2B.7,0,-1.247700455,0.241,0.572,0,A-PEP.KIT,VSTM2B
12135,SEMA7A.7,0,-1.250607249,0.292,0.547,0,A-PEP.KIT,SEMA7A
12136,MT-CO1.2,0,-1.347817697,0.775,0.915,0,A-PEP.KIT,MT-CO1
12137,EPHX1.5,0,-1.34847552,0.679,0.868,0,A-PEP.KIT,EPHX1
12138,MT-ATP6.5,0,-1.365928731,0.747,0.917,0,A-PEP.KIT,MT-ATP6
12139,PCSK1.7,0,-1.369212027,0.496,0.716,0,A-PEP.KIT,PCSK1
12140,CD24.5,0,-1.437600456,0.653,0.85,0,A-PEP.KIT,CD24
12141,NEFM.6,0,-1.464976858,0.914,0.985,0,A-PEP.KIT,NEFM
12142,CTSB.5,0,-1.483581979,0.797,0.948,0,A-PEP.KIT,CTSB
12143,SUSD2.6,0,-1.557104259,0.426,0.742,0,A-PEP.KIT,SUSD2
12144,TRPV1.7,0,-1.562287286,0.605,0.717,0,A-PEP.KIT,TRPV1
12145,TSPAN8.6,0,-1.748687464,0.643,0.808,0,A-PEP.KIT,TSPAN8
12146,PRNP.7,0,-1.795882161,0.707,0.936,0,A-PEP.KIT,PRNP
12147,RET.6,0,-1.920196101,0.555,0.857,0,A-PEP.KIT,RET
12148,RGS4.7,0,-2.183579825,0.388,0.677,0,A-PEP.KIT,RGS4
12149,FSTL1.7,0,-2.197179346,0.432,0.685,0,A-PEP.KIT,FSTL1
12150,TXK,1.08E-307,0.255269592,0.223,0.067,6.70E-303,A-PEP.KIT,TXK
12151,BICC1,3.32E-305,0.395849677,0.238,0.076,2.05E-300,A-PEP.KIT,BICC1
12152,SMCHD1.5,3.47E-305,0.751330251,0.65,0.429,2.14E-300,A-PEP.KIT,SMCHD1
12153,NDFIP1.1,8.06E-305,-0.551042293,0.842,0.938,4.98E-300,A-PEP.KIT,NDFIP1
12154,MACF1.3,1.57E-304,0.79284098,0.825,0.684,9.72E-300,A-PEP.KIT,MACF1
12155,RTN1.4,7.56E-304,-0.555295507,0.955,0.98,4.68E-299,A-PEP.KIT,RTN1
12156,NOS1.5,1.05E-302,-0.922543017,0.148,0.413,6.48E-298,A-PEP.KIT,NOS1
12157,CELF4.5,4.58E-301,0.602163968,0.608,0.367,2.83E-296,A-PEP.KIT,CELF4
12158,MT-CO2.5,1.84E-300,-1.213801646,0.78,0.924,1.14E-295,A-PEP.KIT,MT-CO2
12159,AHSA1.1,2.28E-300,-0.681612416,0.609,0.777,1.41E-295,A-PEP.KIT,AHSA1
12160,REEP1.3,3.84E-300,-0.588720497,0.874,0.933,2.38E-295,A-PEP.KIT,REEP1
12161,STMN3.2,1.31E-299,-0.678995656,0.766,0.899,8.07E-295,A-PEP.KIT,STMN3
12162,PCDH11Y,3.36E-299,0.540542152,0.197,0.055,2.08E-294,A-PEP.KIT,PCDH11Y
12163,OVCH1,3.32E-298,0.447396459,0.271,0.098,2.05E-293,A-PEP.KIT,OVCH1
12164,EEF1A2.2,2.41E-297,-0.627784595,0.826,0.944,1.49E-292,A-PEP.KIT,EEF1A2
12165,DYNC1I1.1,3.31E-297,0.60278571,0.929,0.866,2.04E-292,A-PEP.KIT,DYNC1I1
12166,ANXA5.5,7.54E-297,-0.688474211,0.703,0.832,4.66E-292,A-PEP.KIT,ANXA5
12167,SCG3.6,1.39E-296,-0.950977203,0.586,0.751,8.59E-292,A-PEP.KIT,SCG3
12168,ANKRD36B.5,1.77E-296,0.908387356,0.472,0.25,1.10E-291,A-PEP.KIT,ANKRD36B
12169,KCNQ3.6,3.48E-296,0.577195015,0.573,0.328,2.15E-291,A-PEP.KIT,KCNQ3
12170,CD55.6,3.57E-296,-0.93489074,0.617,0.74,2.21E-291,A-PEP.KIT,CD55
12171,MICAL3.6,3.96E-295,0.786781468,0.641,0.435,2.45E-290,A-PEP.KIT,MICAL3
12172,SH3D19.2,1.02E-294,0.812654262,0.458,0.241,6.31E-290,A-PEP.KIT,SH3D19
12173,HEBP2.4,6.20E-294,-0.705150455,0.662,0.803,3.83E-289,A-PEP.KIT,HEBP2
12174,MT-ND3.3,7.22E-294,-1.085951106,0.679,0.859,4.46E-289,A-PEP.KIT,MT-ND3
12175,ABCA5.4,1.46E-293,0.7475067,0.741,0.554,9.03E-289,A-PEP.KIT,ABCA5
12176,HTR3A.5,2.43E-293,-1.605271322,0.188,0.443,1.50E-288,A-PEP.KIT,HTR3A
12177,ITPR2.5,3.14E-293,0.722024074,0.513,0.289,1.94E-288,A-PEP.KIT,ITPR2
12178,JUN.5,1.08E-292,-0.860777527,0.561,0.728,6.67E-288,A-PEP.KIT,JUN
12179,CHGB.4,4.40E-292,-0.85557616,0.532,0.766,2.72E-287,A-PEP.KIT,CHGB
12180,FAIM2.3,6.82E-292,-0.605017478,0.729,0.899,4.22E-287,A-PEP.KIT,FAIM2
12181,FMNL2.4,7.18E-292,0.913960359,0.646,0.447,4.44E-287,A-PEP.KIT,FMNL2
12182,HECW1.4,2.06E-290,0.863086475,0.724,0.53,1.27E-285,A-PEP.KIT,HECW1
12183,INTS10.2,3.54E-290,0.665865844,0.646,0.443,2.19E-285,A-PEP.KIT,INTS10
12184,GPHN.4,4.39E-290,0.892499533,0.524,0.305,2.71E-285,A-PEP.KIT,GPHN
12185,TUBB3.4,1.19E-289,-0.755870036,0.715,0.851,7.37E-285,A-PEP.KIT,TUBB3
12186,S100A6.5,1.35E-289,-0.864275536,0.799,0.889,8.34E-285,A-PEP.KIT,S100A6
12187,ANKRD36.2,1.76E-289,0.605540435,0.334,0.141,1.09E-284,A-PEP.KIT,ANKRD36
12188,RABAC1.2,8.29E-289,-0.606957179,0.698,0.876,5.13E-284,A-PEP.KIT,RABAC1
12189,AC016831.7,7.70E-288,1.078319064,0.192,0.054,4.76E-283,A-PEP.KIT,AC016831.7
12190,PNISR.4,3.72E-287,0.653949366,0.548,0.329,2.30E-282,A-PEP.KIT,PNISR
12191,CACNA1C.5,4.74E-287,0.868495736,0.618,0.388,2.93E-282,A-PEP.KIT,CACNA1C
12192,KMT2C.3,6.90E-287,0.808056155,0.641,0.432,4.27E-282,A-PEP.KIT,KMT2C
12193,FAM155A.5,9.56E-287,1.675578928,0.314,0.129,5.91E-282,A-PEP.KIT,FAM155A
12194,MICALL2.5,1.17E-285,1.257825755,0.577,0.358,7.25E-281,A-PEP.KIT,MICALL2
12195,ZNF532.2,3.41E-285,0.600082496,0.489,0.276,2.11E-280,A-PEP.KIT,ZNF532
12196,MAP4K5.3,6.15E-285,0.657939807,0.517,0.307,3.80E-280,A-PEP.KIT,MAP4K5
12197,IRS2.5,6.46E-285,-0.68471171,0.517,0.684,3.99E-280,A-PEP.KIT,IRS2
12198,FNBP4.2,6.68E-285,0.50635734,0.438,0.227,4.13E-280,A-PEP.KIT,FNBP4
12199,KLHL5,3.76E-284,0.4104479,0.403,0.199,2.32E-279,A-PEP.KIT,KLHL5
12200,HSPB8.3,1.84E-283,-0.720419948,0.533,0.72,1.13E-278,A-PEP.KIT,HSPB8
12201,GHITM.3,2.10E-283,-0.604366589,0.648,0.842,1.30E-278,A-PEP.KIT,GHITM
12202,HECTD2,2.53E-283,0.38507831,0.324,0.136,1.57E-278,A-PEP.KIT,HECTD2
12203,CYB5R3.4,3.23E-283,-0.608937913,0.745,0.899,1.99E-278,A-PEP.KIT,CYB5R3
12204,SERINC1.4,4.51E-283,-0.531297369,0.743,0.928,2.79E-278,A-PEP.KIT,SERINC1
12205,HS3ST2.4,6.52E-283,-0.690181071,0.333,0.561,4.03E-278,A-PEP.KIT,HS3ST2
12206,CHD9.1,8.01E-283,0.795513889,0.663,0.466,4.95E-278,A-PEP.KIT,CHD9
12207,MT-CYB.5,9.62E-283,-0.900345547,0.728,0.891,5.95E-278,A-PEP.KIT,MT-CYB
12208,HERC4.4,3.73E-282,0.784616542,0.554,0.344,2.31E-277,A-PEP.KIT,HERC4
12209,TTC28.4,4.47E-282,0.669299631,0.366,0.167,2.76E-277,A-PEP.KIT,TTC28
12210,DYNLL2.2,1.37E-281,-0.606328938,0.731,0.897,8.45E-277,A-PEP.KIT,DYNLL2
12211,GPR135.2,8.67E-281,0.563685201,0.363,0.165,5.36E-276,A-PEP.KIT,GPR135
12212,CHL1.6,3.02E-280,0.556269526,0.855,0.681,1.87E-275,A-PEP.KIT,CHL1
12213,IL31RA.6,5.48E-280,-1.776465177,0.321,0.528,3.39E-275,A-PEP.KIT,IL31RA
12214,PCDH11X,1.90E-279,0.450949982,0.185,0.052,1.18E-274,A-PEP.KIT,PCDH11X
12215,PTK2.3,2.22E-279,0.848024772,0.538,0.328,1.37E-274,A-PEP.KIT,PTK2
12216,APLP2.4,6.14E-279,-0.57126133,0.79,0.916,3.79E-274,A-PEP.KIT,APLP2
12217,NT5DC2.4,6.31E-279,0.557931144,0.453,0.251,3.90E-274,A-PEP.KIT,NT5DC2
